distance,congestion,car_time,metro_time,bus_time,car_cost,metro_cost,bus_cost,is_peak,metro_available,bus_transfers,best_mode
14.258289693000439,23.277445537086592,26.074603161961704,22.760409710031226,28.596772170643238,128.32460723700396,42.77486907900132,28.516579386000878,1,1,1,Bus
18.395980977484765,89.76485845995776,30.249163213079918,29.82376855159258,50.47457177631872,165.56382879736287,55.18794293245429,36.79196195496953,1,1,1,Metro
10.09057953929702,59.531034331571504,25.524648997659316,16.724657566836306,24.77796693455608,90.81521585367318,30.27173861789106,20.18115907859404,1,0,1,Bus
10.970258102083701,21.91748579044917,26.027460273457542,18.191670986981862,25.240382739315415,98.73232291875331,32.9107743062511,21.940516204167402,0,1,2,Bus
20.14698321134467,15.970245477111341,38.867169094530404,31.688000133356383,48.77091937588254,181.322848902102,60.440949634034006,40.29396642268934,0,1,0,Metro
11.11198404305458,21.87530804765663,23.746862909569643,11.49200628922619,26.098865505123495,100.00785638749122,33.33595212916374,22.22396808610916,0,1,2,Metro
26.923139024096336,51.20439513348539,47.33371179775381,29.32266752525318,62.20581638133091,242.30825121686703,80.769417072289,53.84627804819267,0,0,2,Metro
13.469681496305721,45.1226548030759,32.43375965732484,17.47613881485368,31.86015530982554,121.2271334667515,40.40904448891716,26.939362992611443,0,1,1,Metro
25.921391928588303,12.880462672267761,48.503994686953796,28.62937240229,69.50518257434294,233.29252735729472,77.7641757857649,51.842783857176606,1,1,1,Metro
15.530745181495654,92.11416215389377,27.885649497139763,16.364719796292647,32.928967837336636,139.7767066334609,46.59223554448696,31.061490362991307,1,1,0,Metro
22.895133510461264,56.47981391246582,50.69034398967982,41.93878763988804,57.32618210882195,206.0562015941514,68.68540053138379,45.79026702092253,1,1,2,Metro
5.562816899607057,60.80101920961722,9.314910379491806,7.285759614434025,12.490647102272016,50.06535209646351,16.68845069882117,11.125633799214114,0,0,2,Bus
25.972310353842104,19.76530096802248,65.77427943536199,45.94388543858063,60.51436139055104,233.75079318457892,77.91693106152631,51.94462070768421,0,0,2,Metro
18.13582371595475,73.32081357387048,42.23175466165236,24.832946998567813,39.612804901440796,163.22241344359276,54.40747114786425,36.2716474319095,0,1,1,Metro
23.18461449633699,73.11150826520236,56.53253986103136,32.589924008682296,49.671102244917826,208.66153046703292,69.55384348901097,46.36922899267398,0,0,1,Metro
4.887119136586385,82.71829453363964,10.21552836134076,6.3312963095564605,9.91539582190505,43.984072229277466,14.661357409759155,9.77423827317277,0,0,1,Bus
24.2760939046204,26.544936785485433,44.878241888453665,36.416781989566836,50.60960838246206,218.4848451415836,72.8282817138612,48.5521878092408,0,0,2,Metro
17.804345022657476,18.944680897700195,30.797284623660836,28.49485360612296,37.266965004162856,160.2391052039173,53.41303506797243,35.60869004531495,1,0,2,Bus
14.366197266217029,12.390023799671493,26.863349359580127,23.171480742076103,36.17253263383729,129.29577539595326,43.098591798651086,28.732394532434057,0,1,2,Metro
23.705022581516772,10.305293762239135,59.16058522292381,24.45748054430661,64.4831078262339,213.34520323365095,71.11506774455032,47.410045163033544,0,1,0,Metro
7.405959895099921,19.05777655307964,17.192267850439265,9.504281994380229,15.047711457621304,66.65363905589929,22.217879685299764,14.811919790199841,0,0,0,Bus
2.0625906481552123,21.299972821000367,3.5757068099715554,2.986094759275213,4.06143861075852,18.56331583339691,6.187771944465637,4.125181296310425,1,1,1,Car
7.16962226451472,21.55434366708921,14.080067843052301,10.018877312767609,15.115843061118479,64.52660038063247,21.508866793544158,14.33924452902944,1,1,0,Bus
5.139434740898599,39.93355280342324,10.58317867300425,5.171768667434479,14.037371388706331,46.25491266808739,15.418304222695797,10.278869481797198,0,1,2,Bus
13.181679602500681,87.68095379479848,21.588895116688445,22.315460790949466,32.70110398727896,118.63511642250613,39.545038807502046,26.363359205001363,1,1,2,Metro
14.539623367196464,25.57766524908334,29.971431978666793,17.063466671412748,29.602366873935846,130.85661030476817,43.618870101589394,29.079246734392928,1,1,1,Metro
3.3906380430983507,47.79055875255745,7.256136855600383,6.43875712141021,9.048622640069595,30.515742387885155,10.171914129295052,6.781276086196701,1,1,2,Car
8.629947897257768,55.91054988543799,18.570813785621496,14.186075590740165,16.68170223562668,77.66953107531991,25.889843691773304,17.259895794515536,0,1,2,Bus
11.529904277401094,94.15800860645585,18.573362077533883,13.550504937554475,21.644760637030057,103.76913849660986,34.58971283220328,23.05980855480219,1,0,0,Bus
27.986397094584564,95.95036662090209,54.652825936297184,38.50844230839082,77.52092060435896,251.87757385126108,83.9591912837537,55.97279418916913,1,0,0,Metro
29.435539429109202,36.262674226571434,75.17616557063184,32.63002472460109,57.51560409985741,264.9198548619828,88.30661828732761,58.871078858218404,0,1,1,Metro
4.253617763747117,75.5139301448825,9.76044000545581,6.831297966202713,9.727346935066976,38.282559873724054,12.760853291241352,8.507235527494235,1,0,2,Bus
9.15658200980285,48.466800341713814,15.573622035226329,9.39366321150586,23.023195382029325,82.40923808822565,27.46974602940855,18.3131640196057,1,1,1,Metro
24.587634484636794,69.4765555103286,57.42288412719452,34.93625110354563,49.57589914688686,221.28871036173115,73.76290345391038,49.17526896927359,1,0,0,Metro
20.230145815679073,89.10181235997891,33.888172686531725,21.20234370175811,37.535390099843006,182.07131234111165,60.69043744703722,40.460291631358146,0,1,2,Metro
4.635786346872102,23.820499942644403,10.257760948468615,6.7303838822439115,10.99865098481795,41.72207712184892,13.907359040616306,9.271572693744204,0,1,1,Bus
4.678974279318663,90.88942758226402,11.444595874890396,8.096667380157145,12.580223271905176,42.11076851386797,14.036922837955988,9.357948558637325,1,0,1,Bus
17.107231069879113,39.464870974561244,41.09601821475779,32.04186508569839,38.997715965772635,153.965079628912,51.32169320963734,34.214462139758226,1,0,1,Bus
